Germany;"	Bayreuth"
Germany;"	Hof"
Germany;"	Konstanz"
Germany;"	Braunschweig"
Germany;"	Kassel    /   Calden"
Germany;"	Lemwerder"
Germany;"	Westerland    /   Sylt"
Germany;"	Essen"
Germany;"	Spangdahlem"
Germany;"	Ramstein"
Germany;"	Sembach   United    States    Air   Force"
Germany;"	Aachen    /   Merzbruck"
Germany;"	Ansbach   /   Katterbach"
Germany;"	Bad   Kreuznach"
Germany;"	Giebelstadt"
Germany;"	Bergen"
Germany;"	Gluecksburg   /   Meierwik"
Germany;"	Idar-Oberstein"
Germany;"	Kuemmersruck"
Germany;"	Wittstock"
Germany;"	Kalkar"
Germany;"	Messstetten"
Germany;"	Altenstadt"
Germany;"	Bueckeburg"
Germany;"	Celle"
Germany;"	Rheine-Bentlage"
Germany;"	Fritzlar"
Germany;"	Laupheim"
Germany;"	Itzehoe"
Germany;"	Mendig"
Germany;"	Niederstetten"
Germany;"	Roth"
Germany;"	Fassberg"
Germany;"	Cottbus   Flugplatz"
Germany;"	Grafenwoehr"
Germany;"	Hanau"
Germany;"	Heidelberg"
Germany;"	Hohenfels"
Germany;"	Illesheim"
Germany;"	Kitzingen   Usa   Af"
Germany;"	Eggebek"
Germany;"	Kiel-Holtenau"
Germany;"	Nordholz"
Germany;"	Diepholz"
Germany;"	Geilenkirchen"
Germany;"	Hohn"
Germany;"	Jever"
Germany;"	Laage"
Germany;"	Noervenich"
Germany;"	Hopsten"
Germany;"	Preschen"
Germany;"	Schleswig-Jagel"
Germany;"	Wittmundhaven"
Germany;"	Trollenhagen"
Germany;"	Wunstorf"
Germany;"	Coleman   Mannheim"
Germany;"	Wiesbaden"
Germany;"	Landsberg"
Germany;"	Buechel"
Germany;"	Erding"
Germany;"	Fuerstenfeldbruck"
Germany;"	Holzdorf"
Germany;"	Ingolstadt"
Germany;"	Lechfeld"
Germany;"	Memmingen"
Germany;"	Neuburg   /   Donau"
Germany;"	Pferdsfeld"
Germany;"	Laarbruch"
Germany;"	Nordhorn"
Germany;"	Guetersloh"
Germany;"	Brueggen"
